,Name,Team,Pos,Age,Games Played,Games Started,Pro Bowl,All Pro,Completions,Passing Attempts,Passing Yards,Passing TD,Interceptions,Rushing Attempts,Rushing Yards,Rushing Y/A,Rushing TD,Targets,Receptions,Receiving Yards,Y/R,Receiving TD,Fumbles,Fumbles Lost,Total TD,2PM,2PP,Fantasy Points,PPR,DraftKings Points,FanDuel Points,VBD,Position Rank,Overall Rank
41,Greg Jennings,GNB,WR,28,13,13,1,0,0,0,0,0,0,0,0,0,0,101,67,949,14.16,9,0,0,9,0,0,149,215.9,218.9,182.4,33,18,42
42,Tony Gonzalez,ATL,TE,35,16,16,1,0,0,0,0,0,0,0,0,0,0,116,80,875,10.94,7,0,0,7,0,0,130,209.5,212.5,169.5,32,4,43
43,Reggie Bush,MIA,RB,26,15,15,0,0,0,0,0,0,0,216,1086,5.03,6,52,43,296,6.88,1,4,2,7,0,0,180,219.2,227.2,197.7,32,13,44
44,Dez Bryant,DAL,WR,23,15,13,0,0,0,0,0,0,0,1,5,5.00,0,103,63,928,14.73,9,3,2,9,0,0,147,206.3,211.3,174.8,31,19,45
45,Dwayne Bowe,KAN,WR,27,16,14,0,0,0,0,0,0,0,1,12,12.00,0,142,81,1159,14.31,5,1,0,5,0,0,147,228.1,231.1,187.6,31,20,46
46,Jermichael Finley,GNB,TE,24,16,13,0,0,0,0,0,0,0,0,0,0,0,92,55,767,13.95,8,0,0,8,0,0,127,179.7,182.7,152.2,29,5,47
47,Jason Witten,DAL,TE,29,16,16,0,0,0,0,0,0,0,0,0,0,0,117,79,942,11.92,5,1,0,5,0,0,124,203.2,206.2,163.7,27,6,48
48,Mark Sanchez,NYJ,QB,25,16,16,0,0,308,543,3474,26,18,37,103,2.78,6,0,0,0,0,0,10,8,6,0,0,255,237.3,269.3,255.3,26,10,49
49,Steve Johnson,BUF,WR,25,16,16,0,0,0,0,0,0,0,0,0,0,0,134,76,1004,13.21,7,0,0,7,0,0,142,218.4,221.4,180.4,26,21,50
50,Fred Jackson,BUF,RB,30,10,10,0,0,0,0,0,0,0,170,934,5.49,6,50,39,442,11.33,0,2,2,6,0,0,174,208.6,216.6,189.1,25,14,51
51,Matt Forte ,CHI,RB,26,12,12,1,0,0,1,0,0,0,203,997,4.91,3,76,52,490,9.42,1,2,2,4,0,0,173,220.7,228.7,194.7,24,15,52
52,Antonio Gates,SDG,TE,31,13,13,1,0,0,0,0,0,0,0,0,0,0,88,64,778,12.16,7,0,0,7,0,0,120,183.8,186.8,151.8,22,7,53
53,Chris Johnson ,TEN,RB,26,16,16,0,0,0,0,0,0,0,262,1047,4.00,4,79,57,418,7.33,0,3,1,4,0,0,171,225.5,232.5,197.0,22,16,54
54,Beanie Wells ,ARI,RB,23,14,14,0,0,0,0,0,0,0,245,1047,4.27,10,16,10,52,5.20,0,4,2,10,0,0,170,175.9,180.9,170.9,21,17,55
55,Pierre Garcon,IND,WR,25,16,16,0,0,0,0,0,0,0,4,28,7.00,0,134,70,947,13.53,6,2,2,6,0,0,134,199.5,204.5,164.5,17,22,56
56,Vernon Davis ,SFO,TE,27,16,16,0,0,0,0,0,0,0,2,-5,-2.50,0,95,67,792,11.82,6,3,1,6,0,0,115,179.7,183.7,146.2,17,8,57
57,Shonn Greene,NYJ,RB,26,16,15,0,0,0,0,0,0,0,253,1054,4.17,6,41,30,211,7.03,0,1,0,6,0,0,163,192.5,198.5,177.5,14,18,58
58,Torrey Smith,BAL,WR,22,16,14,0,0,0,0,0,0,0,4,39,9.75,0,95,50,841,16.82,7,1,0,7,0,0,130,180.0,183.0,155.0,14,23,59
59,Dustin Keller,NYJ,TE,27,16,12,0,0,0,0,0,0,0,0,0,0,0,115,65,815,12.54,5,1,1,5,0,0,112,174.5,178.5,142.0,14,9,60
60,Rashard Mendenhall,PIT,RB,24,15,15,0,0,0,0,0,0,0,228,928,4.07,9,28,18,154,8.56,0,1,1,9,0,0,162,178.2,185.2,169.2,14,19,61
61,Brent Celek,PHI,TE,26,16,16,0,0,0,0,0,0,0,0,0,0,0,98,62,811,13.08,5,0,0,5,0,0,111,173.1,176.1,142.1,14,10,62
62,Brandon Lloyd,2TM,WR,30,15,14,0,0,0,1,0,0,0,0,0,0,0,148,70,966,13.80,5,1,0,5,0,0,129,196.6,199.6,161.6,13,24,63
63,Michael Vick,PHI,QB,31,13,13,0,0,253,423,3303,18,14,76,589,7.75,1,0,0,0,0,0,10,4,1,0,0,241,233.0,257.0,247.0,12,11,64
64,Ahmad Bradshaw,NYG,RB,25,12,9,0,0,0,0,0,0,0,171,659,3.85,9,44,34,267,7.85,2,1,1,11,1,0,161,192.6,199.6,175.6,12,20,65
65,Antonio Brown ,PIT,WR,23,16,3,1,0,0,0,0,0,0,7,41,5.86,0,124,69,1108,16.06,2,0,0,3,0,0,127,201.9,204.9,167.4,11,25,66
66,Brandon Pettigrew,DET,TE,26,16,16,0,0,0,0,0,0,0,0,0,0,0,126,83,777,9.36,5,0,0,5,0,0,108,190.7,193.7,149.2,10,11,67
67,Jabar Gaffney,WAS,WR,31,16,15,0,0,0,0,0,0,0,0,0,0,0,114,68,947,13.93,5,1,1,5,0,0,125,190.7,194.7,156.7,9,26,68
68,Willis McGahee,DEN,RB,30,15,14,1,0,0,0,0,0,0,249,1199,4.82,4,20,12,51,4.25,1,4,3,5,1,0,157,163.0,169.0,157.0,8,21,69
69,DeSean Jackson,PHI,WR,25,15,15,0,0,0,0,0,0,0,7,41,5.86,0,104,58,961,16.57,4,1,0,4,0,0,124,182.2,185.2,153.2,8,27,70
70,Darrius Heyward-Bey,OAK,WR,24,15,14,0,0,0,0,0,0,0,0,0,0,0,115,64,975,15.23,4,1,1,4,0,0,122,183.5,187.5,151.5,5,28,71
71,Reggie Wayne,IND,WR,33,16,16,0,0,0,0,0,0,0,0,0,0,0,132,75,960,12.80,4,0,0,4,0,0,120,195.0,198.0,157.5,4,29,72
72,Mike Tolbert,SDG,RB,26,15,1,0,0,0,0,0,0,0,121,490,4.05,8,79,54,433,8.02,2,2,1,10,0,0,152,204.3,211.3,177.3,4,22,73
73,Cedric Benson ,CIN,RB,29,15,15,0,0,0,0,0,0,0,273,1067,3.91,6,22,15,82,5.47,0,5,2,6,0,0,151,161.9,166.9,154.4,2,23,74
74,Santonio Holmes,NYJ,WR,27,16,16,0,0,0,0,0,0,0,3,27,9.00,0,101,51,654,12.82,8,2,1,8,0,0,116,165.1,169.1,139.6,0,30,75
75,Marquis Johnson,STL,0,23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,76
76,Korey Hall,NOR,0,28,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,77
77,Ryan Fitzpatrick,BUF,QB,29,16,16,0,0,353,569,3832,24,23,56,215,3.84,0,0,0,0,0,0,7,2,0,1,0,229,222.8,253.8,245.8,0,12,78
78,Ben Roethlisberger,PIT,QB,29,15,15,1,0,324,513,4077,21,14,31,70,2.26,0,0,0,0,0,0,9,5,0,0,0,226,216.1,238.1,230.1,0,13,79
79,Josh Freeman ,TAM,QB,23,15,15,0,0,346,551,3592,16,22,55,238,4.33,4,1,0,-4,0,0,9,5,4,0,2,225,205.1,238.1,227.1,0,14,80
80,Alex Smith,SFO,QB,27,16,16,0,0,273,445,3144,17,5,52,179,3.44,2,0,0,0,0,0,7,2,2,0,1,216,211.7,224.7,216.7,0,15,81
81,Joe Flacco,BAL,QB,26,16,16,0,0,312,542,3610,20,12,39,88,2.26,1,1,1,-8,-8.00,0,11,6,1,0,0,214,203.4,224.4,214.9,0,16,82
82,Andy Dalton,CIN,QB,24,16,16,1,0,300,516,3398,20,13,37,152,4.11,1,1,0,0,0,0,5,2,1,0,0,213,207.1,228.1,220.1,0,18,83
83,Tim Tebow,DEN,QB,24,14,11,0,0,126,271,1729,12,6,122,660,5.41,6,0,0,0,0,0,14,6,6,2,0,213,199.2,217.2,205.2,0,17,84
84,Matt Hasselbeck ,TEN,QB,36,16,16,0,0,319,518,3571,18,14,20,52,2.60,0,0,0,0,0,0,4,1,0,0,0,192,190.0,208.0,204.0,0,19,85
85,Tarvaris Jackson ,SEA,QB,28,15,14,0,0,271,450,3091,14,13,40,108,2.70,1,0,0,0,0,0,9,4,1,0,0,172,162.4,185.4,175.4,0,20,86
86,Colt McCoy,CLE,QB,25,13,13,0,0,265,463,2733,14,11,61,212,3.48,0,1,1,-5,-5.00,0,11,2,0,0,0,166,161.0,180.0,171.5,0,22,87
87,Matt Moore,MIA,QB,27,13,12,0,0,210,347,2497,16,9,32,65,2.03,2,0,0,0,0,0,14,1,2,0,0,166,162.4,175.4,171.4,0,21,88
88,Matt Schaub,HOU,QB,30,10,10,0,0,178,292,2479,15,6,15,9,0.60,2,0,0,0,0,0,3,1,2,0,0,160,158.1,168.1,164.1,0,23,89
89,Rex Grossman,WAS,QB,31,13,13,0,0,265,458,3151,16,20,20,11,0.55,1,0,0,0,0,0,8,4,1,0,0,159,149.1,176.1,169.1,0,24,90
90,BenJarvus Green-Ellis,NWE,RB,26,16,6,0,0,0,0,0,0,0,181,667,3.69,11,13,9,159,17.67,0,0,0,11,0,0,149,157.6,163.6,153.1,0,24,91
91,Jonathan Stewart,CAR,RB,24,16,3,0,0,0,0,0,0,0,142,761,5.36,4,61,47,413,8.79,1,1,0,5,0,0,147,194.4,200.4,170.9,0,25,92
92,Jay Cutler ,CHI,QB,28,10,10,0,0,182,314,2319,13,7,18,55,3.06,1,0,0,0,0,0,7,3,1,0,0,142,136.3,149.3,143.3,0,25,93
93,DeAngelo Williams,CAR,RB,28,16,14,0,0,0,0,0,0,0,155,836,5.39,7,25,16,135,8.44,0,0,0,7,0,0,139,155.1,161.1,147.1,0,26,94
94,Carson Palmer,OAK,QB,32,10,9,0,0,199,328,2753,13,16,16,20,1.25,1,0,0,0,0,0,2,1,1,0,0,138,136.1,156.1,152.1,0,26,95
95,Pierre Thomas,NOR,RB,27,16,7,0,0,0,0,0,0,0,110,562,5.11,5,59,50,425,8.50,1,2,1,6,0,0,137,182.7,189.7,157.7,0,27,96
96,Ben Tate,HOU,RB,23,15,2,0,0,0,0,0,0,0,175,942,5.38,4,19,13,98,7.54,0,4,3,4,0,0,128,135.0,141.0,128.5,0,28,97
97,Blaine Gabbert,JAX,QB,22,15,14,0,0,210,413,2214,12,11,48,98,2.04,0,0,0,0,0,0,14,4,0,0,0,124,116.4,134.4,127.4,0,27,98
98,LeGarrette Blount,TAM,RB,25,14,14,0,0,0,0,0,0,0,184,781,4.24,5,25,15,148,9.87,0,5,3,5,0,0,123,131.9,140.9,124.4,0,29,99
99,Christian Ponder,MIN,QB,23,11,10,0,0,158,291,1853,13,13,28,219,7.82,0,0,0,0,0,0,6,2,0,0,0,122,118.0,139.0,131.0,0,28,100
100,Roy Helu,WAS,RB,23,15,5,0,0,0,0,0,0,0,151,640,4.24,2,59,49,379,7.73,1,2,2,3,0,0,120,164.9,172.9,140.4,0,31,101
101,Brandon Jacobs,NYG,RB,29,14,6,0,0,0,0,0,0,0,152,571,3.76,7,23,15,128,8.53,1,3,0,8,1,0,120,134.9,140.9,127.4,0,32,102
102,DeMarco Murray,DAL,RB,23,13,7,0,0,0,0,0,0,0,164,897,5.47,2,35,26,183,7.04,0,1,0,2,0,0,120,146.0,152.0,133.0,0,30,103
103,C.J. Spiller,BUF,RB,24,16,11,0,0,0,0,0,0,0,107,561,5.24,4,54,39,269,6.90,2,2,0,6,0,0,119,158.0,164.0,138.5,0,33,104
104,Malcom Floyd ,SDG,WR,30,12,9,0,0,0,0,0,0,0,0,0,0,0,70,43,856,19.91,5,0,0,5,0,0,116,158.6,161.6,137.1,0,32,105
105,Jeremy Maclin,PHI,WR,23,13,13,0,0,0,0,0,0,0,1,1,1.00,0,96,63,859,13.63,5,1,1,5,0,0,116,177.0,181.0,145.5,0,31,106
106,Lance Moore,NOR,WR,28,14,7,0,0,0,0,0,0,0,0,0,0,0,73,52,627,12.06,8,0,0,8,2,0,115,166.7,169.7,140.7,0,33,107
107,Michael Crabtree,SFO,WR,24,15,14,0,0,0,0,0,0,0,1,6,6.00,0,115,72,874,12.14,4,0,0,4,1,0,114,186.0,189.0,150.0,0,34,108
108,Plaxico Burress,NYJ,WR,34,16,13,0,0,0,0,0,0,0,0,0,0,0,96,45,612,13.60,8,0,0,8,0,0,109,154.2,157.2,131.7,0,36,109
109,Eric Decker,DEN,WR,24,16,13,0,0,0,1,0,0,0,1,1,1.00,0,96,44,612,13.91,8,1,1,9,0,0,109,157.3,161.3,135.3,0,35,110
110,Anquan Boldin,BAL,WR,31,14,14,0,0,0,0,0,0,0,0,0,0,0,106,57,887,15.56,3,1,0,3,0,0,107,163.7,166.7,135.2,0,37,111
111,Kevin Kolb,ARI,QB,27,9,9,0,0,146,253,1955,9,8,17,65,3.82,0,0,0,0,0,0,8,3,0,0,0,107,98.7,112.7,106.7,0,30,112
112,Darren McFadden,OAK,RB,24,7,7,0,0,0,0,0,0,0,113,614,5.43,4,23,19,154,8.11,1,1,1,5,0,0,107,123.8,130.8,114.3,0,34,113
113,John Skelton,ARI,QB,23,8,7,0,0,151,275,1913,11,14,28,128,4.57,0,0,0,0,0,0,4,1,0,0,0,107,103.3,124.3,117.3,0,29,114
114,James Jones,GNB,WR,27,16,0,0,0,0,0,0,0,0,0,0,0,0,55,38,635,16.71,7,1,0,7,0,0,106,143.5,146.5,124.5,0,39,115
115,Denarius Moore,OAK,WR,23,13,10,0,0,0,0,0,0,0,5,61,12.20,1,76,33,618,18.73,5,1,0,6,0,0,106,136.9,139.9,120.4,0,38,116
116,Doug Baldwin ,SEA,WR,23,16,1,0,0,0,0,0,0,0,1,-2,-2.00,0,85,51,788,15.45,4,0,0,4,0,0,103,153.6,156.6,128.1,0,40,117
117,Donald Brown,IND,RB,24,16,2,0,0,0,0,0,0,0,134,645,4.81,5,19,16,86,5.38,0,0,0,5,0,0,103,119.1,122.1,111.1,0,35,118
118,Nate Burleson,DET,WR,30,16,11,0,0,0,0,0,0,0,11,85,7.73,0,110,73,757,10.37,3,1,1,3,0,0,102,173.2,177.2,136.7,0,41,119
119,Sam Bradford ,STL,QB,24,10,10,0,0,191,357,2164,6,6,18,26,1.44,0,0,0,0,0,0,10,6,0,0,0,101,89.2,104.2,95.2,0,31,120
120,Ryan Grant,GNB,RB,29,15,14,0,0,0,0,0,0,0,134,559,4.17,2,24,19,268,14.11,1,2,1,3,0,0,101,117.7,124.7,108.2,0,36,121
121,Miles Austin,DAL,WR,27,10,10,0,0,0,0,0,0,0,2,3,1.50,0,73,43,579,13.47,7,1,0,7,0,0,100,143.2,146.2,121.7,0,43,122
122,Deion Branch,NWE,WR,32,15,15,0,0,0,0,0,0,0,0,0,0,0,90,51,702,13.76,5,0,0,5,0,0,100,151.2,154.2,125.7,0,44,123
123,Matt Cassel,KAN,QB,29,9,9,0,0,160,269,1713,10,9,25,99,3.96,0,1,1,-4,-4.00,0,5,2,0,0,0,100,97.0,111.0,105.5,0,32,124
124,Robert Meachem,NOR,WR,27,16,8,0,0,0,0,0,0,0,4,18,4.50,0,60,40,620,15.50,6,0,0,6,0,0,100,139.8,142.8,119.8,0,45,125
125,Titus Young,DET,WR,22,16,9,0,0,0,0,0,0,0,2,15,7.50,0,86,48,607,12.65,6,1,0,6,1,0,100,148.2,151.2,124.2,0,42,126
126,Early Doucet,ARI,WR,26,16,6,0,0,0,0,0,0,0,0,0,0,0,97,54,689,12.76,5,1,0,5,0,0,99,152.9,155.9,125.9,0,47,127
127,Jerome Simpson,CIN,WR,25,16,14,0,0,0,0,0,0,0,0,0,0,0,105,50,725,14.50,4,0,0,4,0,0,99,146.5,149.5,121.5,0,48,128
128,Mike Williams,TAM,WR,24,16,15,0,0,0,0,0,0,0,1,3,3.00,0,124,65,771,11.86,3,2,2,3,0,0,99,156.4,161.4,123.9,0,46,129
129,Fred Davis,WAS,TE,25,12,12,0,0,0,0,0,0,0,0,0,0,0,88,59,796,13.49,3,1,1,3,0,0,98,154.6,158.6,125.1,0,12,130
130,David Nelson,BUF,WR,25,16,13,0,0,0,0,0,0,0,0,0,0,0,97,61,658,10.79,5,0,0,5,0,0,98,156.8,159.8,126.3,0,49,131
131,Toby Gerhart ,MIN,RB,24,16,5,0,0,0,0,0,0,0,109,531,4.87,1,28,23,190,8.26,3,1,0,4,0,0,96,119.1,125.1,107.6,0,37,132
132,Jermaine Gresham,CIN,TE,23,14,13,1,0,0,0,0,0,0,0,0,0,0,92,56,596,10.64,6,1,1,6,0,0,96,149.6,153.6,121.6,0,13,133
133,Dexter McCluster,KAN,WR,22,16,4,0,0,0,0,0,0,0,114,516,4.53,1,64,46,328,7.13,1,4,3,2,0,0,96,136.4,145.4,113.4,0,50,134
134,Kevin Smith,DET,RB,25,7,4,0,0,0,0,0,0,0,72,356,4.94,4,28,22,179,8.14,3,1,1,7,0,0,96,115.5,122.5,104.5,0,38,135
135,Jared Cook,TEN,TE,24,16,5,0,0,0,0,0,0,0,0,0,0,0,81,49,759,15.49,3,2,2,3,0,0,94,138.9,143.9,114.4,0,15,136
136,Kellen Winslow,TAM,TE,28,16,15,0,0,0,0,0,0,0,0,0,0,0,123,75,763,10.17,2,2,1,2,2,0,94,165.3,169.3,127.8,0,14,137
137,Steve Breaston,KAN,WR,28,16,13,0,0,0,0,0,0,0,1,25,25.00,0,98,61,785,12.87,2,0,0,2,0,0,93,154.0,157.0,123.5,0,51,138
138,LaDainian Tomlinson,NYJ,RB,32,14,1,0,0,0,0,0,0,0,75,280,3.73,1,61,42,449,10.69,2,0,0,3,0,0,91,132.9,138.9,111.9,0,39,139
139,Peyton Hillis,CLE,RB,25,10,9,0,0,0,0,0,0,0,161,587,3.65,3,34,22,130,5.91,0,2,1,3,0,0,90,109.7,116.7,98.7,0,40,140
140,Kyle Orton,2TM,QB,29,9,8,0,0,150,252,1758,9,9,11,13,1.18,0,0,0,0,0,0,4,2,0,0,0,90,85.6,99.6,94.6,0,33,141
141,Damian Williams,TEN,WR,23,15,13,0,0,0,0,0,0,0,0,0,0,0,94,45,592,13.16,5,0,0,5,0,0,89,134.2,137.2,111.7,0,52,142
142,Jahvid Best,DET,RB,22,6,6,0,0,0,0,0,0,0,84,390,4.64,2,40,27,287,10.63,1,0,0,3,0,0,86,112.7,118.7,99.2,0,42,143
143,Owen Daniels,HOU,TE,29,15,15,0,0,0,0,0,0,0,0,0,0,0,85,54,677,12.54,3,0,0,3,0,0,86,139.7,142.7,112.7,0,16,144
144,Felix Jones,DAL,RB,24,12,8,0,0,0,0,0,0,0,127,575,4.53,1,45,33,221,6.70,0,5,2,1,0,0,86,114.6,122.6,98.1,0,43,145
145,Greg Olsen,CAR,RB,26,16,13,0,0,0,0,0,0,0,0,0,0,0,89,45,540,12.00,5,1,1,5,1,0,86,129.0,133.0,106.5,0,41,146
146,Jason Campbell,OAK,QB,30,6,6,0,0,100,165,1170,6,4,18,60,3.33,2,0,0,0,0,0,3,1,2,0,0,85,78.8,86.8,82.8,0,34,147
147,Johnny Knox,CHI,WR,25,14,11,0,0,0,0,0,0,0,0,0,0,0,69,37,727,19.65,2,1,1,2,0,0,85,119.7,123.7,101.2,0,53,148
148,James Starks,GNB,RB,25,13,2,0,0,0,0,0,0,0,133,578,4.35,1,37,29,216,7.45,0,2,1,1,0,0,85,112.4,119.4,97.9,0,44,149
149,Jake Ballard,NYG,TE,24,14,13,0,0,0,0,0,0,0,0,0,0,0,61,38,604,15.89,4,0,0,4,0,0,84,122.4,125.4,103.4,0,17,150
150,Greg Little,CLE,WR,22,16,12,0,0,0,0,0,0,0,3,15,5.00,0,119,61,709,11.62,2,0,0,2,0,0,84,145.4,148.4,114.9,0,54,151
151,Marion Barber III,CHI,RB,28,11,1,0,0,0,0,0,0,0,114,422,3.70,6,9,5,50,10.00,0,1,1,6,0,0,83,86.2,90.2,83.7,0,45,152
