,Name,Team,Pos,Age,Games Played,Games Started,Pro Bowl,All Pro,Completions,Passing Attempts,Passing Yards,Passing TD,Interceptions,Rushing Attempts,Rushing Yards,Rushing Y/A,Rushing TD,Targets,Receptions,Receiving Yards,Y/R,Receiving TD,Fumbles,Fumbles Lost,Total TD,2PM,2PP,Fantasy Points,PPR,DraftKings Points,FanDuel Points,VBD,Position Rank,Overall Rank
11,Dez Bryant,DAL,WR,24,16,14,0,0,0,0,0,0,0,2,-5,-2.50,0,138,92,1382,15.02,12,5,2,12,1,0,208,299.7,304.7,253.7,89,3,12
12,A.J. Green,CIN,WR,24,16,16,1,0,0,0,0,0,0,4,38,9.50,0,164,97,1350,13.92,11,2,1,11,0,0,203,299.8,303.8,251.3,84,4,13
13,C.J. Spiller,BUF,RB,25,16,9,1,0,0,0,0,0,0,207,1244,6.01,6,57,43,459,10.67,2,3,3,8,0,0,212,255.3,264.3,233.8,82,7,14
14,Demaryius Thomas,DEN,WR,25,16,16,1,0,0,0,0,0,0,0,0,0,0,143,94,1434,15.26,10,3,3,10,0,0,197,291.4,297.4,244.4,79,5,15
15,Jamaal Charles,KAN,RB,26,16,15,1,0,0,0,0,0,0,285,1509,5.29,5,49,35,236,6.74,1,5,3,6,0,0,205,239.5,248.5,222.0,74,8,16
16,Trent Richardson ,CLE,RB,22,15,15,0,0,0,0,0,0,0,267,950,3.56,11,70,51,367,7.20,1,3,0,12,0,0,204,254.7,260.7,229.2,73,9,17
17,Cam Newton,CAR,QB,23,16,16,0,0,280,485,3869,19,12,127,741,5.83,8,1,0,6,0,0,10,3,8,0,0,323,323.5,344.5,335.5,73,4,18
18,Vincent Jackson,TAM,WR,29,16,16,1,0,0,0,0,0,0,0,0,0,0,147,72,1384,19.22,8,0,0,8,1,0,188,260.4,263.4,224.4,70,6,19
19,Stevan Ridley,NWE,RB,23,16,12,0,0,0,0,0,0,0,290,1263,4.36,12,14,6,51,8.50,0,4,2,12,0,0,199,205.4,210.4,202.4,69,10,20
20,Andre Johnson ,HOU,WR,31,16,16,1,0,0,0,0,0,0,0,0,0,0,162,112,1598,14.27,4,0,0,4,0,0,186,295.8,298.8,239.8,67,7,21
21,Robert Griffin III,WAS,QB,22,15,15,1,0,258,393,3200,20,5,120,815,6.79,7,1,0,0,0,0,12,2,7,0,0,318,317.5,330.5,322.5,67,5,22
22,Frank Gore,SFO,RB,29,16,16,1,0,0,0,0,0,0,258,1214,4.71,8,36,28,234,8.36,1,3,1,10,0,0,197,230.8,237.8,216.8,66,11,23
23,Eric Decker,DEN,WR,25,16,15,0,0,0,0,0,0,0,0,0,0,0,122,85,1064,12.52,13,0,0,13,0,0,184,269.4,272.4,226.9,66,8,24
24,Julio Jones ,ATL,WR,23,16,15,1,0,0,0,0,0,0,6,30,5.00,0,128,79,1198,15.16,10,0,0,10,0,0,183,261.8,264.8,222.3,64,9,25
25,Peyton Manning,DEN,QB,36,16,16,1,1,400,583,4659,37,11,23,6,0.26,0,0,0,0,0,0,2,2,0,0,1,311,311.0,327.0,322.0,60,6,26
26,Roddy White,ATL,WR,31,16,15,0,0,0,0,0,0,0,0,0,0,0,142,92,1351,14.68,7,1,0,7,0,0,177,269.1,272.1,223.1,59,10,27
27,Jimmy Graham,NOR,TE,26,15,9,0,0,0,0,0,0,0,0,0,0,0,135,85,982,11.55,9,1,0,9,0,0,152,237.2,240.2,194.7,56,1,28
28,Matt Ryan,ATL,QB,27,16,16,1,0,422,615,4719,32,14,34,141,4.15,1,0,0,0,0,0,3,2,1,0,0,305,304.9,326.9,318.9,54,7,29
29,Wes Welker,NWE,WR,31,16,12,1,0,0,0,0,0,0,2,20,10.00,0,174,118,1354,11.47,6,3,1,6,0,0,171,289.4,293.4,230.4,53,11,30
30,Marques Colston,NOR,WR,29,16,13,0,0,0,0,0,0,0,0,0,0,0,130,83,1154,13.90,10,4,2,10,0,0,171,254.4,259.4,212.9,53,12,31
31,Victor Cruz,NYG,WR,26,16,16,1,0,0,0,0,0,0,0,0,0,0,143,86,1092,12.70,10,0,0,10,0,0,169,255.2,258.2,212.2,51,13,32
32,Rob Gronkowski,NWE,TE,23,11,11,1,0,0,0,0,0,0,0,0,0,0,79,55,790,14.36,11,1,1,11,0,0,143,198.0,202.0,170.5,47,2,33
33,Matt Forte ,CHI,RB,27,15,15,0,0,0,0,0,0,0,248,1094,4.41,5,59,44,340,7.73,1,2,1,6,0,0,177,221.4,228.4,199.4,47,12,34
34,Michael Crabtree,SFO,WR,25,16,16,0,0,0,0,0,0,0,1,8,8.00,0,127,85,1105,13.00,9,0,0,9,0,0,165,250.3,253.3,207.8,47,14,35
35,Tony Gonzalez,ATL,TE,36,16,16,1,1,0,0,0,0,0,0,0,0,0,124,93,930,10.00,8,0,0,8,0,0,141,234.0,237.0,187.5,45,3,36
36,Chris Johnson ,TEN,RB,27,16,15,0,0,0,0,0,0,0,276,1243,4.50,6,49,36,232,6.44,0,5,4,6,0,0,176,211.5,221.5,193.5,45,13,37
37,Reggie Wayne,IND,WR,34,16,15,1,0,0,0,0,0,0,1,-5,-5.00,0,195,106,1355,12.78,5,1,1,5,0,0,163,269.0,273.0,216.0,45,15,38
38,James Jones,GNB,WR,28,16,16,0,0,0,0,0,0,0,0,0,0,0,98,64,784,12.25,14,0,0,14,0,0,162,226.4,229.4,194.4,44,16,39
39,Reggie Bush,MIA,RB,27,16,16,0,0,0,0,0,0,0,227,986,4.34,6,52,35,292,8.34,2,4,2,8,0,0,172,206.8,214.8,189.3,41,14,40
40,Shonn Greene,NYJ,RB,27,16,14,0,0,0,0,0,0,0,276,1063,3.85,8,30,19,151,7.95,0,4,1,8,0,0,167,186.4,193.4,176.9,37,15,41
41,Mike Williams,TAM,WR,25,16,16,0,0,1,1,28,0,0,0,0,0,0,126,63,996,15.81,9,0,0,9,0,0,155,217.7,220.7,186.2,36,17,42
42,Heath Miller,PIT,TE,30,15,15,1,0,0,0,0,0,0,0,0,0,0,101,71,816,11.49,8,0,0,8,1,0,132,202.6,205.6,167.1,36,4,43
43,Steven Jackson,STL,RB,29,16,16,0,0,0,0,0,0,0,258,1045,4.05,4,53,38,321,8.45,0,0,0,4,1,0,163,200.6,206.6,181.6,32,16,44
44,Tony Romo ,DAL,QB,32,16,16,0,0,425,648,4903,28,19,30,49,1.63,1,1,1,-1,-1.00,0,6,3,1,1,1,279,279.9,304.9,298.4,28,8,45
45,Russell Wilson ,SEA,QB,24,16,16,1,0,252,393,3118,26,10,94,489,5.20,4,0,0,0,0,0,6,3,4,0,1,278,277.6,296.6,287.6,27,9,46
46,Michael Turner,ATL,RB,30,16,16,0,0,0,0,0,0,0,222,800,3.60,10,30,19,128,6.74,1,3,1,11,0,0,157,175.8,182.8,166.3,26,17,47
47,Jason Witten,DAL,TE,30,16,16,1,0,0,0,0,0,0,0,0,0,0,147,110,1039,9.45,3,0,0,3,0,0,122,231.9,234.9,176.9,26,5,48
48,Andrew Luck ,IND,QB,23,16,16,1,0,339,627,4374,23,18,62,255,4.11,5,0,0,0,0,0,10,5,5,0,0,276,276.5,305.5,294.5,26,10,49
49,Ahmad Bradshaw,NYG,RB,26,14,12,0,0,0,0,0,0,0,221,1015,4.59,6,31,23,245,10.65,0,3,3,6,0,0,156,179.0,188.0,167.5,26,18,50
50,Matthew Stafford,DET,QB,24,16,16,0,0,435,727,4967,20,17,35,126,3.60,4,1,1,3,3.00,0,6,4,4,0,1,276,276.6,303.6,293.1,25,11,51
51,Randall Cobb,GNB,RB,22,15,8,0,0,0,0,0,0,0,10,132,13.20,0,104,80,954,11.93,8,4,1,9,0,0,155,240.6,247.6,200.6,24,19,52
52,Steve Smith,CAR,WR,33,16,16,0,0,0,0,0,0,0,3,27,9.00,0,137,73,1174,16.08,4,1,1,4,0,0,142,215.1,219.1,178.6,24,18,53
53,Lance Moore,NOR,WR,29,15,7,0,0,0,0,0,0,0,0,0,0,0,104,65,1041,16.02,6,0,0,6,0,0,140,205.1,208.1,172.6,22,19,54
54,BenJarvus Green-Ellis,CIN,RB,27,15,15,0,0,0,0,0,0,0,278,1094,3.94,6,30,22,104,4.73,0,3,2,6,0,0,152,173.8,181.8,162.8,21,20,55
55,Steve Johnson,BUF,WR,26,16,16,0,0,0,0,0,0,0,0,0,0,0,148,79,1046,13.24,6,1,1,6,0,0,139,217.6,221.6,178.1,20,20,56
56,Cecil Shorts,JAX,WR,25,14,9,0,0,0,0,0,0,0,1,-4,-4.00,0,105,55,979,17.80,7,1,1,7,0,0,138,192.5,196.5,165.0,19,21,57
57,Mikel Leshoure,DET,RB,22,14,14,0,0,0,0,0,0,0,215,798,3.71,9,49,34,214,6.29,0,3,3,9,0,0,149,183.2,192.2,166.2,19,21,58
58,Greg Olsen,CAR,TE,27,16,16,0,0,0,0,0,0,0,0,0,0,0,104,69,843,12.22,5,0,0,5,0,0,114,183.3,186.3,148.8,19,6,59
59,Torrey Smith,BAL,WR,23,16,16,0,0,0,0,0,0,0,3,9,3.00,0,110,49,855,17.45,8,0,0,8,0,0,134,183.4,186.4,158.9,16,22,60
60,LeSean McCoy,PHI,RB,24,12,12,0,0,0,0,0,0,0,200,840,4.20,2,67,54,373,6.91,3,4,3,5,0,0,145,199.3,208.3,172.3,15,22,61
61,Dennis Pitta,BAL,TE,27,16,5,0,0,0,0,0,0,0,0,0,0,0,94,61,669,10.97,7,0,0,7,0,0,109,169.9,172.9,139.4,13,7,62
62,T.Y. Hilton,IND,WR,23,15,1,0,0,0,1,0,0,0,5,29,5.80,0,90,50,861,17.22,7,1,0,8,0,0,131,187.0,190.0,162.0,13,23,63
63,Mike Wallace,PIT,WR,26,15,14,0,0,0,0,0,0,0,5,7,1.40,0,119,64,836,13.06,8,2,1,8,0,0,130,194.3,198.3,162.3,12,24,64
64,Owen Daniels,HOU,TE,30,15,14,1,0,0,0,0,0,0,0,0,0,0,104,62,716,11.55,6,0,0,6,0,0,108,169.6,172.6,138.6,12,8,65
65,Darren Sproles,NOR,RB,29,13,6,0,0,0,0,0,0,0,48,244,5.08,1,104,75,667,8.89,7,0,0,8,1,0,141,216.1,222.1,178.6,11,23,66
66,Miles Austin,DAL,WR,28,16,15,0,0,0,0,0,0,0,0,0,0,0,119,66,943,14.29,6,1,1,6,0,0,128,194.3,198.3,161.3,10,25,67
67,Kyle Rudolph ,MIN,TE,23,16,16,1,0,0,0,0,0,0,0,0,0,0,93,53,493,9.30,9,0,0,9,1,0,105,158.3,161.3,131.8,10,9,68
68,Brandon Myers,OAK,TE,27,16,16,0,0,0,0,0,0,0,0,0,0,0,105,79,806,10.20,4,0,0,4,0,0,105,183.6,186.6,144.1,9,10,69
69,Jeremy Maclin,PHI,WR,24,15,15,0,0,0,0,0,0,0,0,0,0,0,122,69,857,12.42,7,1,1,7,0,0,126,194.7,198.7,160.2,7,26,70
70,Jermaine Gresham,CIN,TE,24,16,15,1,0,0,0,0,0,0,0,0,0,0,94,64,737,11.52,5,2,1,5,0,0,102,165.7,169.7,133.7,6,11,71
71,Justin Blackmon,JAX,WR,22,16,14,0,0,0,0,0,0,0,2,23,11.50,0,132,64,865,13.52,5,1,0,5,1,0,121,184.8,187.8,152.8,2,27,72
72,Jordy Nelson,GNB,WR,27,12,10,0,0,0,0,0,0,0,0,0,0,0,73,49,745,15.20,7,0,0,7,1,0,119,167.5,170.5,143.0,0,28,73
73,Andy Dalton,CIN,QB,25,16,16,0,0,329,528,3669,27,16,47,120,2.55,4,0,0,0,0,0,4,4,4,0,0,251,250.8,276.8,266.8,0,12,74
74,Tyler Clutts,HOU,0,28,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,75
75,DeAngelo Williams,CAR,RB,29,16,10,0,0,0,0,0,0,0,173,737,4.26,5,20,13,187,14.38,2,2,2,7,0,0,130,143.4,151.4,136.9,0,24,76
76,Antonio Gates,SDG,TE,32,15,15,0,0,0,0,0,0,0,0,0,0,0,80,49,538,10.98,7,0,0,7,0,0,96,144.8,147.8,120.3,0,12,77
77,Richie Brockel ,CAR,0,26,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,78
78,Josh Freeman ,TAM,QB,24,16,16,0,0,306,558,4065,27,17,39,139,3.56,0,0,0,0,0,0,10,2,0,0,1,249,248.5,273.5,265.5,0,13,79
79,Joe Flacco,BAL,QB,27,16,16,0,0,317,531,3817,22,10,32,22,0.69,3,0,0,0,0,0,9,4,3,0,1,235,234.9,251.9,244.9,0,14,80
80,Eli Manning,NYG,QB,31,16,16,1,0,321,536,3948,26,15,20,30,1.50,0,0,0,0,0,0,5,1,0,0,0,233,232.9,251.9,247.9,0,15,81
81,Sam Bradford ,STL,QB,25,16,16,0,0,328,551,3702,21,13,36,124,3.44,1,0,0,0,0,0,7,1,1,0,4,230,230.5,250.5,243.5,0,16,82
82,Matt Schaub,HOU,QB,31,16,16,1,0,350,544,4008,22,12,21,-9,-0.43,0,1,1,-6,-6.00,0,4,0,0,0,1,225,225.8,240.8,237.3,0,17,83
83,Carson Palmer,OAK,QB,33,15,15,0,0,345,565,4018,22,14,18,36,2.00,1,0,0,0,0,0,7,5,1,0,2,224,224.3,246.3,238.3,0,18,84
84,Ben Roethlisberger,PIT,QB,30,13,13,0,0,284,449,3265,26,8,26,92,3.54,0,0,0,0,0,0,6,3,0,0,1,224,223.8,237.8,231.8,0,19,85
85,Ryan Fitzpatrick,BUF,QB,30,16,16,0,0,306,505,3400,24,16,48,197,4.10,1,0,0,0,0,0,8,6,1,0,0,214,213.7,241.7,229.7,0,20,86
86,Philip Rivers,SDG,QB,31,16,16,0,0,338,527,3606,26,15,27,40,1.48,0,1,0,0,0,0,15,7,0,0,0,208,208.2,233.2,223.2,0,21,87
87,Christian Ponder,MIN,QB,24,16,16,0,0,300,483,2935,18,12,60,253,4.22,2,1,1,-15,-15.00,0,7,5,2,0,1,193,194.2,217.2,205.7,0,22,88
88,Jay Cutler ,CHI,QB,29,15,15,0,0,255,434,3033,19,14,41,233,5.68,0,0,0,0,0,0,8,4,0,0,0,185,184.6,208.6,198.6,0,23,89
89,Ryan Tannehill,MIA,QB,24,16,16,0,0,282,484,3294,12,13,49,211,4.31,2,0,0,0,0,0,9,4,2,0,2,183,182.9,205.9,195.9,0,24,90
90,Colin Kaepernick,SFO,QB,25,13,7,0,0,136,218,1814,10,3,63,415,6.59,5,0,0,0,0,0,9,2,5,0,0,174,174.1,185.1,177.1,0,25,91
91,Brandon Weeden,CLE,QB,29,15,15,0,0,297,517,3385,14,17,27,111,4.11,0,1,0,-9,0,0,6,1,0,0,0,166,165.6,189.6,182.6,0,26,92
92,Michael Vick,PHI,QB,32,10,10,0,0,204,351,2362,12,10,62,332,5.35,1,0,0,0,0,0,11,5,1,0,0,152,151.7,172.7,161.7,0,27,93
93,Jake Locker,TEN,QB,24,11,11,0,0,177,314,2176,10,11,41,291,7.10,1,1,0,0,0,0,4,4,1,0,0,132,132.1,153.1,143.1,0,28,94
94,Alex Smith,SFO,QB,28,10,9,0,0,153,218,1737,13,5,31,132,4.26,0,0,0,0,0,0,3,1,0,0,0,123,122.7,134.7,127.7,0,29,95
95,Anquan Boldin,BAL,WR,32,15,15,0,0,0,0,0,0,0,1,3,3.00,0,112,65,921,14.17,4,0,0,4,1,0,118,183.4,186.4,150.9,0,29,96
96,Sidney Rice,SEA,WR,26,16,16,0,0,1,2,25,0,0,2,6,3.00,0,82,50,748,14.96,7,0,0,7,0,0,118,168.4,171.4,143.4,0,30,97
97,Mark Sanchez,NYJ,QB,26,15,15,0,0,246,453,2883,13,18,22,28,1.27,0,0,0,0,0,0,14,8,0,0,0,118,118.1,147.1,136.1,0,30,98
98,Danny Woodhead,NWE,RB,27,16,2,0,0,0,0,0,0,0,76,301,3.96,4,55,40,446,11.15,3,1,0,7,0,0,117,156.7,162.7,136.7,0,25,99
99,Denarius Moore,OAK,WR,24,15,15,0,0,0,0,0,0,0,1,-5,-5.00,0,114,51,741,14.53,7,3,0,7,0,0,116,166.6,169.6,141.1,0,32,100
100,Golden Tate,SEA,WR,24,15,15,0,0,1,1,23,1,0,3,20,6.67,0,68,45,688,15.29,7,1,1,7,0,0,116,160.7,164.7,138.2,0,31,101
101,Vick Ballard,IND,RB,22,16,12,0,0,0,0,0,0,0,211,814,3.86,2,27,17,152,8.94,1,3,0,3,0,0,115,131.6,137.6,123.1,0,26,102
102,Brandon Lloyd,NWE,WR,31,16,15,0,0,0,0,0,0,0,0,0,0,0,131,74,911,12.31,4,0,0,5,0,0,115,195.1,198.1,158.1,0,33,103
103,Chad Henne,JAX,QB,27,10,6,0,0,166,308,2084,11,11,19,64,3.37,1,0,1,-6,-6.00,0,4,2,1,0,0,113,114.2,130.2,124.7,0,31,104
104,Willis McGahee,DEN,RB,31,10,9,0,0,0,0,0,0,0,167,731,4.38,4,33,26,221,8.50,0,5,4,4,1,0,113,139.2,149.2,126.2,0,27,105
105,Brian Hartline ,MIA,WR,26,16,15,0,0,0,0,0,0,0,0,0,0,0,131,74,1083,14.64,1,1,1,1,0,0,112,186.3,190.3,149.3,0,34,106
106,Malcom Floyd ,SDG,WR,31,14,14,0,0,0,0,0,0,0,0,0,0,0,85,56,814,14.54,5,0,0,5,0,0,111,167.4,170.4,139.4,0,35,107
107,Darren McFadden,OAK,RB,25,12,12,0,0,0,0,0,0,0,216,707,3.27,2,63,42,258,6.14,1,2,2,3,0,0,111,152.5,160.5,131.5,0,29,108
108,DeMarco Murray,DAL,RB,24,10,10,0,0,0,0,0,0,0,161,663,4.12,4,42,35,251,7.17,0,3,2,4,0,0,111,146.4,154.4,128.9,0,28,109
109,Josh Gordon,CLE,WR,21,16,13,0,0,0,0,0,0,0,0,0,0,0,96,50,805,16.10,5,1,1,5,0,0,109,158.5,162.5,133.5,0,37,110
110,Andre Roberts,ARI,WR,24,15,15,0,0,0,0,0,0,0,4,29,7.25,0,114,64,759,11.86,5,1,0,5,0,0,109,172.8,175.8,140.8,0,36,111
111,Danario Alexander,SDG,WR,26,10,6,0,0,0,1,0,0,0,0,0,0,0,62,37,658,17.78,7,0,0,7,0,0,108,144.8,147.8,126.3,0,38,112
112,Antonio Brown ,PIT,WR,24,13,10,0,0,0,2,0,0,1,7,24,3.43,0,106,66,787,11.92,5,4,2,5,0,0,105,171.1,177.1,139.1,0,39,113
113,Santana Moss,WAS,WR,33,16,1,0,0,0,0,0,0,0,3,14,4.67,0,62,41,573,13.98,8,2,1,8,0,0,105,145.7,149.7,125.2,0,40,114
114,Joique Bell,DET,RB,26,16,0,0,0,0,0,0,0,0,82,414,5.05,3,68,52,485,9.33,0,2,2,3,0,0,104,155.9,163.9,129.9,0,30,115
115,Larry Fitzgerald,ARI,WR,29,16,16,1,0,0,0,0,0,0,0,0,0,0,156,71,798,11.24,4,0,0,4,0,0,104,174.8,177.8,139.3,0,41,116
116,Brandon Gibson,STL,WR,25,16,13,0,0,0,0,0,0,0,0,0,0,0,82,51,691,13.55,5,0,0,5,0,0,99,150.1,153.1,124.6,0,43,117
117,Percy Harvin,MIN,WR,24,9,8,0,0,0,0,0,0,0,22,96,4.36,1,85,62,677,10.92,3,2,1,5,0,0,99,167.3,171.3,136.3,0,42,118
118,Nate Washington,TEN,WR,29,16,14,0,0,0,0,0,0,0,0,0,0,0,89,46,746,16.22,4,1,0,4,0,0,99,144.6,147.6,121.6,0,44,119
119,Ryan Mathews,SDG,RB,25,12,9,0,0,0,0,0,0,0,184,707,3.84,1,56,39,252,6.46,0,2,2,1,0,0,98,136.9,144.9,117.4,0,31,120
120,Donnie Avery,IND,WR,28,16,15,0,0,0,0,0,0,0,4,9,2.25,0,124,60,781,13.02,3,1,0,3,0,0,97,157.0,160.0,127.0,0,45,121
121,Andre Brown,NYG,RB,26,10,2,0,0,0,0,0,0,0,73,385,5.27,8,17,12,86,7.17,0,0,0,8,1,0,97,109.1,112.1,103.1,0,32,122
122,Dwayne Bowe,KAN,WR,28,13,12,0,0,0,0,0,0,0,0,0,0,0,114,59,801,13.58,3,1,1,3,0,0,96,155.1,159.1,125.6,0,46,123
123,Brandon LaFell,CAR,WR,26,14,12,0,0,0,0,0,0,0,3,35,11.67,0,76,44,677,15.39,4,1,0,4,0,0,95,139.2,142.2,117.2,0,47,124
124,Pierre Thomas,NOR,RB,28,15,4,0,0,0,0,0,0,0,105,473,4.50,1,53,39,354,9.08,1,0,0,2,0,0,95,133.7,139.7,114.2,0,33,125
125,Blaine Gabbert,JAX,QB,23,10,10,0,0,162,278,1662,9,6,18,56,3.11,0,0,0,0,0,0,5,3,0,0,2,94,94.1,106.1,100.1,0,32,126
126,Martellus Bennett ,NYG,TE,25,16,16,0,0,0,0,0,0,0,0,0,0,0,89,55,626,11.38,5,0,0,5,0,0,93,147.6,150.6,120.1,0,13,127
127,Mark Ingram,NOR,RB,23,16,5,0,0,0,0,0,0,0,156,602,3.86,5,10,6,29,4.83,0,0,0,5,0,0,93,99.1,102.1,96.1,0,34,128
128,Darrius Heyward-Bey,OAK,WR,25,15,14,0,0,0,0,0,0,0,2,16,8.00,0,80,41,606,14.78,5,0,0,5,0,0,92,133.2,136.2,112.7,0,48,129
129,Felix Jones,DAL,RB,25,16,7,0,0,0,0,0,0,0,111,402,3.62,3,36,25,262,10.48,2,2,2,5,0,0,92,117.4,125.4,104.9,0,35,130
130,Scott Chandler,BUF,TE,27,15,13,0,0,0,0,0,0,0,0,0,0,0,74,43,571,13.28,6,2,1,6,0,0,91,134.1,138.1,112.6,0,14,131
131,Chris Givens,STL,WR,23,15,12,0,0,0,0,0,0,0,3,12,4.00,0,80,42,698,16.62,3,0,0,3,1,0,91,133.0,136.0,112.0,0,50,132
132,Jeremy Kerley,NYJ,WR,24,16,7,0,0,1,1,42,0,0,5,8,1.60,0,95,56,827,14.77,2,4,3,3,0,0,91,153.2,159.2,125.2,0,49,133
133,Knowshon Moreno,DEN,RB,25,8,6,0,0,0,0,0,0,0,138,525,3.80,4,26,21,167,7.95,0,1,1,4,0,0,91,112.2,119.2,101.7,0,36,134
134,Greg Little,CLE,WR,23,16,16,0,0,0,0,0,0,0,2,15,7.50,0,94,53,647,12.21,4,0,0,4,0,0,90,143.2,146.2,116.7,0,51,135
135,Pierre Garcon,WAS,WR,26,10,10,0,0,0,0,0,0,0,2,9,4.50,0,68,44,633,14.39,4,0,0,5,0,0,88,138.2,141.2,116.2,0,52,136
136,Jacquizz Rodgers ,ATL,RB,22,16,0,0,0,0,0,0,0,0,94,362,3.85,1,59,53,402,7.58,1,0,0,2,0,0,88,141.4,147.4,114.9,0,37,137
137,Hakeem Nicks,NYG,WR,24,13,11,0,0,0,0,0,0,0,0,0,0,0,100,53,692,13.06,3,0,0,3,0,0,87,140.2,143.2,113.7,0,53,138
138,Mike Tolbert,CAR,RB,27,16,5,0,0,0,0,0,0,0,54,183,3.39,7,39,27,268,9.93,0,0,0,7,0,0,87,114.1,120.1,100.6,0,38,139
139,Nick Foles,PHI,QB,23,7,6,0,0,161,265,1699,6,5,11,42,3.82,1,0,0,0,0,0,8,3,1,0,0,86,86.2,97.2,91.2,0,33,140
140,Vernon Davis ,SFO,TE,28,16,16,0,0,0,0,0,0,0,0,0,0,0,61,41,548,13.37,5,0,0,5,0,0,85,125.8,128.8,105.3,0,15,141
141,Kevin Kolb,ARI,QB,28,6,5,0,0,109,183,1169,8,3,16,100,6.25,1,0,0,0,0,0,2,2,1,0,0,85,84.8,95.8,87.8,0,34,142
142,Kendall Wright,TEN,WR,23,15,5,0,0,0,0,0,0,0,1,4,4.00,0,104,64,626,9.78,4,1,1,4,0,0,85,149.0,153.0,117.0,0,54,143
143,Davone Bess,MIA,WR,27,13,13,0,0,0,0,0,0,0,0,0,0,0,104,61,778,12.75,1,1,0,1,0,0,84,144.8,147.8,114.3,0,56,144
144,Brandon Stokley,DEN,WR,36,15,9,0,0,0,0,0,0,0,0,0,0,0,58,45,544,12.09,5,0,0,5,0,0,84,129.4,132.4,106.9,0,55,145
145,Danny Amendola,STL,WR,27,11,8,0,0,0,0,0,0,0,2,8,4.00,0,101,63,666,10.57,3,3,2,3,1,0,83,146.4,151.4,114.9,0,57,146
146,Kenny Britt,TEN,WR,24,14,11,0,0,0,0,0,0,0,0,0,0,0,90,45,589,13.09,4,2,1,4,1,0,83,127.9,131.9,105.4,0,58,147
147,Marcel Reece ,OAK,RB,27,16,14,1,0,0,0,0,0,0,59,271,4.59,0,73,52,496,9.54,1,2,0,1,0,0,83,134.7,140.7,108.7,0,39,148
148,Bilal Powell,NYJ,RB,24,14,2,0,0,0,0,0,0,0,110,437,3.97,4,36,17,140,8.24,0,0,0,4,0,0,82,98.7,104.7,90.2,0,40,149
149,Jonathan Dwyer,PIT,RB,23,13,6,0,0,0,0,0,0,0,156,623,3.99,2,25,18,106,5.89,0,2,2,2,0,0,81,98.9,106.9,89.9,0,42,150
150,DeSean Jackson,PHI,WR,26,11,11,0,0,0,0,0,0,0,3,-7,-2.33,0,87,45,700,15.56,2,1,0,2,0,0,81,126.3,129.3,103.8,0,59,151
151,Fred Jackson,BUF,RB,31,10,8,0,0,0,0,0,0,0,115,437,3.80,3,42,34,217,6.38,1,5,4,4,0,0,81,115.4,125.4,98.4,0,41,152
