,Name,Team,Pos,Age,Games Played,Games Started,Pro Bowl,All Pro,Completions,Passing Attempts,Passing Yards,Passing TD,Interceptions,Rushing Attempts,Rushing Yards,Rushing Y/A,Rushing TD,Targets,Receptions,Receiving Yards,Y/R,Receiving TD,Fumbles,Fumbles Lost,Total TD,2PM,2PP,Fantasy Points,PPR,DraftKings Points,FanDuel Points,VBD,Position Rank,Overall Rank
96,DeSean Jackson,WAS,WR,30,15,15,0,0,0,0,0,0,0,0,0,0,0,100,56,1005,17.95,4,0,0,4,0,0,125,180.5,183.5,152.5,0,31,97
97,Pierre Garcon,WAS,WR,30,16,16,0,0,0,0,0,0,0,0,0,0,0,114,79,1041,13.18,3,0,0,3,0,0,122,201.1,204.1,161.6,0,33,98
98,Brandon LaFell,CIN,WR,30,16,14,0,0,0,0,0,0,0,1,-2,-2.00,0,107,64,862,13.47,6,0,0,6,0,0,122,186.0,189.0,154.0,0,34,99
99,Robert Kelley ,WAS,RB,24,15,9,0,0,0,0,0,0,0,168,704,4.19,6,18,12,82,6.83,1,0,0,7,0,0,121,132.6,135.6,126.6,0,25,100
100,A.J. Green,CIN,WR,28,10,10,1,0,0,0,0,0,0,0,0,0,0,100,66,964,14.61,4,0,0,4,0,0,120,186.4,189.4,153.4,0,35,101
101,Willie Snead ,NOR,WR,24,15,4,0,0,1,1,50,1,0,0,0,0,0,104,72,895,12.43,4,2,0,4,0,0,120,191.5,194.5,155.5,0,36,102
102,DeAndre Hopkins,HOU,WR,24,16,16,0,0,0,0,0,0,0,0,0,0,0,151,78,954,12.23,4,0,0,4,0,0,119,197.4,200.4,158.4,0,38,103
103,Sterling Shepard,NYG,WR,23,16,16,0,0,0,0,0,0,0,3,31,10.33,0,105,65,683,10.51,8,0,0,8,0,0,119,184.4,187.4,151.9,0,37,104
104,Mike Gillislee ,BUF,RB,26,15,1,0,0,0,0,0,0,0,101,577,5.71,8,11,9,50,5.56,1,1,0,9,0,0,117,125.7,128.7,121.2,0,27,105
105,Marvin Jones ,DET,WR,26,15,15,0,0,0,0,0,0,0,1,3,3.00,0,103,55,930,16.91,4,0,0,4,0,0,117,172.3,175.3,144.8,0,39,106
106,Christine Michael ,2TM,RB,26,15,7,0,0,0,0,0,0,0,148,583,3.94,7,29,22,107,4.86,1,2,1,8,0,0,117,137.0,144.0,126.0,0,26,107
107,Steve Smith,BAL,WR,37,14,14,0,0,0,0,0,0,0,0,0,0,0,101,70,799,11.41,5,0,0,5,2,0,116,183.9,186.9,148.9,0,40,108
108,Cole Beasley,DAL,WR,27,16,6,0,0,0,1,0,0,0,1,7,7.00,0,98,75,833,11.11,5,0,0,5,0,0,114,189.0,192.0,151.5,0,41,109
109,Case Keenum,LAR,QB,28,10,9,0,0,196,322,2201,9,11,20,51,2.55,1,0,0,0,0,0,5,1,1,0,0,113,111.1,126.1,122.1,0,30,110
110,Cameron Meredith,CHI,WR,24,14,10,0,0,1,1,2,1,0,1,6,6.00,0,97,66,888,13.45,4,3,2,4,0,0,113,179.5,184.5,146.5,0,42,111
111,Devontae Booker,DEN,RB,24,16,6,0,0,0,0,0,0,0,174,612,3.52,4,45,31,265,8.55,1,4,3,5,0,0,112,142.7,151.7,127.2,0,28,112
112,Quincy Enunwa,NYJ,WR,24,16,13,0,0,0,0,0,0,0,1,12,12.00,0,105,58,857,14.78,4,0,0,4,0,0,111,168.9,171.9,139.9,0,43,113
113,Darren Sproles,PHI,RB,33,15,5,1,0,0,0,0,0,0,94,438,4.66,2,71,52,427,8.21,2,1,0,4,0,0,111,162.5,168.5,136.5,0,29,114
114,Stefon Diggs,MIN,WR,23,13,11,0,0,0,0,0,0,0,3,10,3.33,0,112,84,903,10.75,3,0,0,3,0,0,109,193.3,196.3,151.3,0,45,115
115,Marqise Lee ,JAX,WR,25,16,6,0,0,1,1,20,1,0,6,35,5.83,0,105,63,851,13.51,3,1,1,4,0,0,109,178.4,182.4,146.9,0,44,116
116,Theo Riddick,DET,RB,25,10,8,0,0,0,0,0,0,0,92,357,3.88,1,67,53,371,7.00,5,0,0,6,0,0,109,161.8,167.8,135.3,0,30,117
117,Tim Hightower,NOR,RB,30,16,1,0,0,0,0,0,0,0,133,548,4.12,4,26,22,200,9.09,1,0,0,5,0,0,107,126.8,132.8,115.8,0,32,118
118,Jerick McKinnon ,MIN,RB,24,15,7,0,0,0,1,0,0,0,159,539,3.39,2,53,43,255,5.93,2,0,0,4,1,0,107,148.4,154.4,126.9,0,31,119
119,JJ Nelson,ARI,WR,24,15,6,0,0,0,0,0,0,0,4,83,20.75,1,74,34,568,16.71,6,1,1,7,0,0,107,139.1,143.1,122.1,0,46,120
120,Anquan Boldin,DET,WR,36,16,16,0,0,0,0,0,0,0,0,0,0,0,95,67,584,8.72,8,0,0,8,0,0,106,173.4,176.4,139.9,0,47,121
121,Taylor Gabriel,ATL,WR,25,13,3,0,0,0,0,0,0,0,4,51,12.75,1,50,35,579,16.54,6,0,0,7,0,0,105,140.0,143.0,122.5,0,50,122
122,Ted Ginn Jr.,CAR,WR,31,16,8,0,0,0,0,0,0,0,14,98,7.00,0,95,54,752,13.93,4,3,2,4,0,0,105,159.0,164.0,132.0,0,48,123
123,Dontrelle Inman,SDG,WR,27,16,16,0,0,0,0,0,0,0,0,0,0,0,97,58,810,13.97,4,0,0,4,0,0,105,163.0,166.0,134.0,0,49,124
124,James White ,NWE,RB,24,16,4,0,0,0,0,0,0,0,39,166,4.26,0,86,60,551,9.18,5,0,0,5,0,0,104,161.7,167.7,131.7,0,33,125
125,Rashad Jennings,NYG,RB,31,13,12,0,0,0,0,0,0,0,181,593,3.28,3,42,35,201,5.74,1,1,0,4,0,0,103,138.4,144.4,120.9,0,34,126
126,Jordan Matthews,PHI,WR,24,14,13,0,0,0,0,0,0,0,0,0,0,0,117,73,804,11.01,3,1,0,3,0,0,102,171.4,174.4,134.9,0,52,127
127,DeVante Parker,MIA,WR,23,15,8,0,0,0,0,0,0,0,0,0,0,0,87,56,744,13.29,4,0,0,4,0,0,102,154.4,157.4,126.4,0,51,128
128,Matt Asiata,MIN,RB,29,16,6,0,0,0,0,0,0,0,121,402,3.32,6,38,32,263,8.22,0,1,1,6,0,0,101,132.5,139.5,116.5,0,36,129
129,Chris Thompson,WAS,RB,26,16,0,0,0,0,0,0,0,0,68,356,5.24,3,62,49,349,7.12,2,2,1,5,0,0,101,147.5,154.5,123.0,0,35,130
130,Brandon Marshall,NYJ,WR,32,15,15,0,0,0,0,0,0,0,0,0,0,0,128,59,788,13.36,3,0,0,3,0,0,97,155.8,158.8,126.3,0,53,131
131,Ty Montgomery,GNB,RB,23,15,6,0,0,0,0,0,0,0,77,457,5.94,3,56,44,348,7.91,0,2,1,3,0,0,97,140.5,147.5,118.5,0,37,132
132,Alshon Jeffery,CHI,WR,26,12,12,0,0,0,0,0,0,0,0,0,0,0,94,52,821,15.79,2,0,0,2,0,0,94,146.1,149.1,120.1,0,54,133
133,Derrick Henry ,TEN,RB,22,15,2,0,0,0,0,0,0,0,110,490,4.45,5,15,13,137,10.54,0,0,0,5,0,0,93,105.7,111.7,99.2,0,38,134
134,Chris Hogan ,NWE,WR,29,15,14,0,0,0,0,0,0,0,3,9,3.00,0,58,38,680,17.89,4,1,1,4,0,0,91,128.9,132.9,109.9,0,55,135
135,Duke Johnson,CLE,RB,23,16,1,0,0,0,1,0,0,0,73,358,4.90,1,74,53,514,9.70,0,2,1,1,0,0,91,144.2,151.2,117.7,0,39,136
136,Mohamed Sanu,ATL,WR,27,15,15,0,0,0,0,0,0,0,1,5,5.00,0,81,59,653,11.07,4,1,1,4,1,0,90,148.8,152.8,119.3,0,56,137
137,Tavon Austin,LAR,WR,26,15,15,0,0,0,0,0,0,0,28,159,5.68,1,106,58,509,8.78,3,5,1,4,0,0,89,146.8,153.8,117.8,0,57,138
138,Randall Cobb,GNB,WR,26,13,10,0,0,0,0,0,0,0,10,33,3.30,0,84,60,610,10.17,4,1,0,4,0,0,88,148.3,151.3,118.3,0,58,139
139,T.J. Yeldon,JAX,RB,23,15,13,0,0,0,0,0,0,0,130,465,3.58,1,68,50,312,6.24,1,2,1,2,0,0,88,137.7,144.7,112.7,0,40,140
140,C.J. Anderson,DEN,RB,25,7,7,0,0,0,0,0,0,0,110,437,3.97,4,24,16,128,8.00,1,0,0,5,0,0,87,102.5,108.5,94.5,0,41,141
141,Jalen Richard,OAK,RB,23,16,0,0,0,0,0,0,0,0,83,491,5.92,1,39,29,194,6.69,2,0,0,3,0,0,87,115.5,121.5,101.0,0,42,142
142,Jack Doyle,IND,TE,26,16,14,0,0,0,0,0,0,0,0,0,0,0,75,59,584,9.90,5,1,1,5,0,0,86,145.4,149.4,115.9,0,13,143
143,Travis Benjamin,SDG,WR,27,14,8,0,0,0,1,0,0,0,2,-3,-1.50,0,75,47,677,14.40,4,5,3,4,0,0,85,132.4,138.4,108.9,0,59,144
144,DeAngelo Williams,PIT,RB,33,9,4,0,0,0,0,0,0,0,98,343,3.50,4,27,18,118,6.56,2,0,0,6,0,0,84,100.1,106.1,91.1,0,43,145
145,Giovani Bernard,CIN,RB,25,10,2,0,0,0,0,0,0,0,91,337,3.70,2,51,39,336,8.62,1,1,1,3,0,0,83,122.3,129.3,102.8,0,44,146
146,Eric Ebron,DET,TE,23,13,13,0,0,0,0,0,0,0,1,1,1.00,1,85,61,711,11.66,1,0,0,2,0,0,83,144.2,147.2,113.7,0,15,147
147,Jeremy Kerley,SFO,WR,28,16,13,0,0,0,0,0,0,0,0,0,0,0,115,64,667,10.42,3,4,1,3,0,0,83,146.7,150.7,114.7,0,61,148
148,Tyler Lockett,SEA,WR,24,15,9,0,0,0,0,0,0,0,6,114,19.00,1,66,41,597,14.56,1,0,0,2,0,0,83,124.1,130.1,103.6,0,60,149
149,Dennis Pitta,BAL,TE,31,16,12,0,0,0,0,0,0,0,0,0,0,0,121,86,729,8.48,2,1,1,2,0,0,83,168.9,172.9,125.9,0,16,150
150,Jason Witten,DAL,TE,34,16,16,0,0,0,0,0,0,0,0,0,0,0,95,69,673,9.75,3,1,1,3,0,0,83,152.3,156.3,117.8,0,14,151
