,Name,Team,Pos,Age,Games Played,Games Started,Pro Bowl,All Pro,Completions,Passing Attempts,Passing Yards,Passing TD,Interceptions,Rushing Attempts,Rushing Yards,Rushing Y/A,Rushing TD,Targets,Receptions,Receiving Yards,Y/R,Receiving TD,Fumbles,Fumbles Lost,Total TD,2PM,2PP,Fantasy Points,PPR,DraftKings Points,FanDuel Points,VBD,Position Rank,Overall Rank
71,Jahvid Best,DET,RB,21,16,9,0,0,0,1,0,0,0,171,555,3.25,4,80,58,487,8.40,2,1,1,6,0,0,140,196.2,203.2,167.2,2,23,72
72,Aaron Hernandez,NWE,TE,21,14,7,0,0,0,0,0,0,0,3,47,15.67,0,64,45,563,12.51,6,0,0,6,0,0,97,142.0,145.0,119.5,1,11,73
73,Deion Branch,2TM,WR,31,15,12,0,0,0,0,0,0,0,0,0,0,0,92,61,818,13.41,6,1,0,6,0,0,118,178.8,181.8,148.3,0,29,74
74,Marquis Johnson,STL,0,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,75
75,LeGarrette Blount,TAM,RB,24,13,7,0,0,0,0,0,0,0,201,1007,5.01,6,7,5,14,2.80,0,4,3,6,0,0,138,137.1,143.1,134.6,0,24,76
76,J.P. Foschi,CIN,0,28,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,77
77,Mike Thomas,JAX,WR,23,16,11,0,0,0,0,0,0,0,12,114,9.50,0,102,66,820,12.42,4,3,1,5,0,0,117,187.4,194.4,154.4,0,30,78
78,Matt Cassel,KAN,QB,28,15,15,1,0,262,450,3116,27,7,33,125,3.79,0,0,0,0,0,0,3,1,0,0,0,231,229.1,243.1,236.1,0,12,79
79,Carson Palmer,CIN,QB,31,16,16,0,0,362,586,3970,26,20,32,50,1.56,0,0,0,0,0,0,7,3,0,0,1,230,223.8,249.8,243.8,0,13,80
80,David Garrard,JAX,QB,32,14,14,0,0,236,366,2734,23,15,66,279,4.23,5,0,0,0,0,0,11,4,5,0,0,229,221.3,246.3,236.3,0,14,81
81,Jay Cutler ,CHI,QB,27,15,15,0,0,261,432,3274,23,16,50,232,4.64,1,0,0,0,0,0,10,6,1,0,1,222,210.2,238.2,226.2,0,15,82
82,Kyle Orton,DEN,QB,28,13,13,0,0,293,498,3653,20,9,22,98,4.45,0,0,0,0,0,0,4,5,0,0,0,218,207.9,224.9,216.9,0,16,83
83,Ben Roethlisberger,PIT,QB,28,12,12,0,0,240,389,3200,17,5,34,176,5.18,2,0,0,0,0,0,6,3,2,0,0,216,209.6,223.6,214.6,0,17,84
84,Ryan Fitzpatrick,BUF,QB,28,13,13,0,0,255,441,3000,23,15,40,269,6.73,0,0,0,0,0,0,8,5,0,0,0,209,198.9,224.9,213.9,0,18,85
85,Mark Sanchez,NYJ,QB,24,16,16,0,0,278,507,3291,17,13,30,105,3.50,3,0,0,0,0,0,9,1,3,0,1,204,202.1,222.1,215.1,0,19,86
86,Sam Bradford ,STL,QB,23,16,16,0,0,354,590,3512,18,15,27,63,2.33,1,0,0,0,0,0,7,2,1,0,0,195,190.8,210.8,205.8,0,20,87
87,Donovan McNabb,WAS,QB,34,13,13,0,0,275,472,3377,14,15,29,151,5.21,0,0,0,0,0,0,10,1,0,0,0,176,174.2,196.2,189.2,0,21,88
88,Shaun Hill,DET,QB,30,11,10,0,0,257,416,2686,16,12,22,123,5.59,0,0,0,0,0,0,3,1,0,0,1,162,159.7,178.7,171.7,0,22,89
89,Jason Campbell,OAK,QB,29,13,12,0,0,194,329,2387,13,8,47,222,4.72,1,0,0,0,0,0,9,1,1,0,0,160,157.7,172.7,165.7,0,23,90
90,Chad Henne,MIA,QB,25,15,14,0,0,301,490,3301,15,19,35,52,1.49,0,0,0,0,0,0,5,2,0,0,0,159,155.2,179.2,174.2,0,25,91
91,Jon Kitna,DAL,QB,38,10,9,0,0,209,318,2365,16,12,31,147,4.74,1,0,0,0,0,0,6,1,1,0,2,159,157.3,176.3,169.3,0,24,92
92,Matt Hasselbeck ,SEA,QB,35,14,14,0,0,266,444,3001,12,17,23,60,2.61,3,0,0,0,0,0,7,5,3,0,0,158,148.0,173.0,165.0,0,26,93
93,Alex Smith,SFO,QB,26,11,10,0,0,204,342,2370,14,10,18,60,3.33,0,0,0,0,0,0,4,2,0,0,1,139,134.8,149.8,144.8,0,27,94
94,Thomas Jones,KAN,RB,32,16,10,0,0,0,0,0,0,0,245,896,3.66,6,20,14,122,8.71,0,3,1,6,0,0,138,149.8,156.8,142.8,0,25,95
95,Felix Jones,DAL,RB,23,16,7,0,0,0,0,0,0,0,185,800,4.32,1,52,48,450,9.38,1,2,1,2,0,0,137,183.0,190.0,159.0,0,26,96
96,Michael Bush,OAK,RB,26,14,3,0,0,0,0,0,0,0,158,655,4.15,8,24,18,194,10.78,0,0,0,8,0,0,133,150.9,156.9,141.9,0,27,97
97,Brandon Jackson,GNB,RB,25,16,13,0,0,0,0,0,0,0,190,703,3.70,3,50,43,342,7.95,1,1,0,4,0,0,129,171.5,177.5,150.0,0,29,98
98,Danny Woodhead,2TM,RB,25,15,3,0,0,0,0,0,0,0,97,547,5.64,5,44,34,379,11.15,1,1,1,6,0,0,129,160.6,167.6,143.6,0,28,99
99,Ronnie Brown,MIA,RB,29,16,16,0,0,0,2,0,0,0,200,734,3.67,5,43,33,242,7.33,0,3,2,5,0,0,128,156.6,164.6,140.1,0,30,100
100,Marshawn Lynch ,2TM,RB,24,16,14,0,0,0,0,0,0,0,202,737,3.65,6,26,22,145,6.59,0,4,4,6,0,0,124,138.2,148.2,127.2,0,32,101
101,Ryan Mathews,SDG,RB,23,12,9,0,0,0,0,0,0,0,158,678,4.29,7,26,22,145,6.59,0,5,3,7,0,0,124,140.3,149.3,129.3,0,31,102
102,Ryan Torain,WAS,RB,24,10,8,0,0,0,0,0,0,0,164,742,4.52,4,27,18,125,6.94,2,2,1,6,0,0,123,138.7,145.7,129.7,0,33,103
103,Tim Hightower,ARI,RB,24,16,13,0,0,0,0,0,0,0,153,736,4.81,5,42,21,136,6.48,0,5,4,5,0,0,117,130.2,140.2,119.7,0,34,104
104,Kerry Collins,TEN,QB,38,10,7,0,0,160,278,1823,14,8,10,1,0.10,0,0,0,0,0,0,5,3,0,0,1,115,109.0,123.0,117.0,0,28,105
105,Pierre Garcon,IND,WR,24,14,14,0,0,0,0,0,0,0,2,6,3.00,0,119,67,784,11.70,6,0,0,6,0,0,115,182.0,185.0,148.5,0,31,106
106,Austin Collie,IND,WR,25,9,6,0,0,0,0,0,0,0,0,0,0,0,71,58,649,11.19,8,1,1,8,0,0,113,168.9,172.9,139.9,0,32,107
107,Davone Bess,MIA,WR,25,16,8,0,0,0,0,0,0,0,2,-3,-1.50,0,125,79,820,10.38,5,3,1,5,0,0,112,188.7,192.7,149.2,0,34,108
108,Santonio Holmes,NYJ,WR,26,12,10,0,0,0,0,0,0,0,2,17,8.50,0,96,52,746,14.35,6,2,2,6,0,0,112,160.3,165.3,134.3,0,33,109
109,Michael Crabtree,SFO,WR,23,16,15,0,0,0,0,0,0,0,0,0,0,0,101,55,741,13.47,6,0,0,6,0,0,110,165.1,168.1,137.6,0,35,110
110,Malcom Floyd ,SDG,WR,29,11,9,0,0,0,0,0,0,0,0,0,0,0,77,37,717,19.38,6,1,0,6,0,0,108,144.7,147.7,126.2,0,36,111
111,Nate Burleson,DET,WR,29,14,14,0,0,0,0,0,0,0,7,81,11.57,0,86,55,625,11.36,6,2,2,6,0,0,107,157.6,162.6,130.1,0,38,112
112,Brett Favre ,MIN,QB,41,13,13,0,0,217,358,2509,11,19,17,8,0.47,0,0,0,0,0,0,7,5,0,0,0,107,97.2,124.2,116.2,0,29,113
113,Chad Johnson ,CIN,0,32,14,12,0,0,0,1,0,0,0,0,0,0,0,126,67,831,12.40,4,0,0,4,0,0,107,174.1,177.1,140.6,0,37,114
114,Anthony Armstrong ,WAS,WR,27,15,11,0,0,0,0,0,0,0,0,0,0,0,86,44,871,19.80,3,1,1,3,0,0,105,147.1,151.1,125.1,0,40,115
115,Jonathan Stewart,CAR,RB,23,14,7,0,0,0,0,0,0,0,178,770,4.33,2,14,8,103,12.88,1,4,4,3,0,0,105,105.3,115.3,101.3,0,35,116
116,Hines Ward ,PIT,WR,34,16,15,0,0,0,0,0,0,0,1,-2,-2.00,0,95,59,755,12.80,5,1,1,5,0,0,105,162.3,166.3,132.8,0,39,117
117,Nate Washington,TEN,WR,27,16,16,0,0,0,0,0,0,0,1,-8,-8.00,0,94,42,687,16.36,6,0,0,6,0,0,104,145.9,148.9,124.9,0,41,118
118,Chris Ivory,NOR,RB,22,12,4,0,0,0,0,0,0,0,137,716,5.23,5,1,1,17,17.00,0,4,2,5,0,0,103,100.3,105.3,99.8,0,36,119
119,Shonn Greene,NYJ,RB,25,15,2,0,0,0,0,0,0,0,185,766,4.14,2,24,16,120,7.50,0,3,2,2,0,0,101,112.6,120.6,104.6,0,37,120
120,Jabar Gaffney,DEN,WR,30,16,11,0,0,0,0,0,0,0,0,0,0,0,112,65,875,13.46,2,1,0,2,0,0,100,164.5,167.5,132.0,0,42,121
121,Tony Romo ,DAL,QB,30,6,6,0,0,148,213,1605,11,7,6,38,6.33,0,0,0,11,0,0,0,0,0,0,0,99,99.1,109.1,106.1,0,30,122
122,Tim Tebow,DEN,QB,23,9,3,0,0,41,82,654,5,3,43,227,5.28,6,0,0,0,0,0,1,0,6,0,0,99,98.9,107.9,101.9,0,31,123
123,Ricky Williams,MIA,RB,33,16,0,0,0,0,0,0,0,0,159,673,4.23,2,30,19,141,7.42,1,4,2,3,0,0,99,114.4,122.4,104.9,0,38,124
124,James Jones,GNB,WR,26,16,3,0,0,0,0,0,0,0,0,0,0,0,87,50,679,13.58,5,3,1,5,0,0,98,145.9,149.9,120.9,0,44,125
125,Mike Sims-Walker,JAX,WR,26,14,13,0,0,0,0,0,0,0,0,0,0,0,80,43,562,13.07,7,1,1,7,0,0,98,139.2,143.2,117.7,0,43,126
126,Cadillac Williams,TAM,RB,28,16,9,0,0,0,0,0,0,0,125,437,3.50,2,64,46,355,7.72,1,1,1,3,0,0,97,141.2,148.2,118.2,0,39,127
127,Vince Young,TEN,QB,27,9,8,0,0,93,156,1255,10,3,25,125,5.00,0,0,0,0,0,0,6,4,0,0,0,97,88.7,101.7,91.7,0,32,128
128,Brandon Pettigrew,DET,TE,25,16,16,0,0,0,0,0,0,0,0,0,0,0,111,71,722,10.17,4,0,0,4,0,0,96,167.2,170.2,131.7,0,12,129
129,Danny Amendola,STL,WR,25,16,6,0,0,0,0,0,0,0,7,81,11.57,0,123,85,689,8.11,3,2,0,3,0,0,95,180.0,183.0,137.5,0,46,130
130,Derek Anderson ,ARI,QB,27,12,9,0,0,169,327,2065,7,10,5,25,5.00,0,0,0,0,0,0,6,2,0,0,1,95,91.1,106.1,101.1,0,33,131
131,Robert Meachem,NOR,WR,26,16,7,0,0,0,0,0,0,0,4,14,3.50,0,66,44,638,14.50,5,0,0,5,0,0,95,139.2,142.2,117.2,0,45,132
132,Mike Goodson,CAR,RB,23,16,3,0,0,0,0,0,0,0,103,452,4.39,3,57,40,310,7.75,0,5,3,3,0,0,94,128.2,137.2,108.2,0,40,133
133,Ben Watson,CLE,TE,30,16,16,0,0,0,0,0,0,0,1,-1,-1.00,0,102,68,763,11.22,3,0,0,3,0,0,94,162.2,165.2,128.2,0,13,134
134,Jason Snelling ,ATL,RB,27,14,0,0,0,0,0,0,0,0,87,324,3.72,2,51,44,303,6.89,3,2,0,5,0,0,93,136.7,142.7,114.7,0,41,135
135,Dez Bryant,DAL,WR,22,12,2,0,0,0,0,0,0,0,1,0,0.00,0,73,45,561,12.47,6,2,1,8,0,0,92,147.1,151.1,124.6,0,48,136
136,Rashad Jennings,JAX,RB,25,13,3,0,0,0,0,0,0,0,84,459,5.46,4,35,26,223,8.58,0,0,0,4,0,0,92,118.2,124.2,105.2,0,42,137
137,Kevin Walter,HOU,WR,29,16,16,0,0,0,0,0,0,0,0,0,0,0,80,51,621,12.18,5,0,0,5,0,0,92,143.1,146.1,117.6,0,47,138
138,Darren Sproles,SDG,RB,27,16,3,0,0,0,0,0,0,0,50,267,5.34,0,75,59,520,8.81,2,3,4,2,0,0,91,141.7,151.7,112.2,0,43,139
139,Justin Forsett,SEA,RB,25,16,5,0,0,0,0,0,0,0,118,523,4.43,2,51,33,252,7.64,0,0,0,2,0,0,90,122.5,128.5,106.0,0,44,140
140,Todd Heap,BAL,TE,30,13,13,0,0,0,0,0,0,0,0,0,0,0,64,40,599,14.98,5,1,0,5,0,0,90,129.9,132.9,109.9,0,14,141
141,Colt McCoy,CLE,QB,24,8,8,0,0,135,222,1576,6,9,28,136,4.86,1,1,1,13,13.00,0,1,0,1,0,0,90,90.9,105.9,99.4,0,34,142
142,Jacoby Ford,OAK,WR,23,16,9,0,0,0,0,0,0,0,10,155,15.50,2,54,25,470,18.80,2,3,2,7,0,0,87,125.5,133.5,113.0,0,51,143
143,Eddie Royal,DEN,WR,24,16,10,0,0,0,0,0,0,0,6,61,10.17,0,105,59,627,10.63,3,4,2,3,0,0,87,141.8,146.8,112.3,0,50,144
144,Jacob Tamme,IND,RB,25,16,8,0,0,0,0,0,0,0,0,0,0,0,93,67,631,9.42,4,0,0,4,0,0,87,154.1,157.1,120.6,0,45,145
145,Keiland Williams,WAS,RB,24,15,3,0,0,0,0,0,0,0,65,261,4.02,3,58,39,309,7.92,2,1,1,5,0,0,87,124.0,131.0,104.5,0,46,146
146,Mike Williams,SEA,WR,26,14,13,0,0,0,0,0,0,0,1,0,0.00,0,110,65,751,11.55,2,0,0,2,0,0,87,152.1,155.1,119.6,0,49,147
147,Joseph Addai,IND,RB,27,8,7,0,0,0,0,0,0,0,116,495,4.27,4,26,19,124,6.53,0,2,1,4,0,0,86,102.9,109.9,93.4,0,47,148
148,Roy Williams,DAL,WR,29,15,9,0,0,0,0,0,0,0,0,0,0,0,64,37,530,14.32,5,3,2,5,1,0,85,118.0,123.0,99.5,0,52,149
149,Josh Morgan,SFO,WR,25,16,11,0,0,0,0,0,0,0,2,17,8.50,0,80,44,698,15.86,2,2,1,2,0,0,84,125.5,129.5,103.5,0,53,150
150,Kevin Boss,NYG,TE,26,15,13,0,0,0,0,0,0,0,0,0,0,0,70,35,531,15.17,5,1,1,5,0,0,83,116.1,120.1,98.6,0,15,151
151,Steve Breaston,ARI,WR,27,13,11,0,0,1,2,17,0,0,3,35,11.67,0,87,47,718,15.28,1,0,0,2,0,0,82,135.0,138.0,111.5,0,54,152
